,0,1
3567,kakakny,kakaknya
3568,woooyy,woy
3569,ngelucu,melucu
3570,bukak,buka
3571,mato,mata
3572,kareno,karena
3573,cino,cina
3574,munafikk,munafik
3575,meker,mikir
3576,indoneaia,indonesia
3577,benarin,membenarkan
3578,jaadii,jadi
3579,apo,apa
3580,nyo,nya
3581,miara,memiara
3582,jalanani,menjalani
3583,dalil2,dalil-dalil
3584,sunah2,sunah-sunah
3585,sdah,sudah
3586,benda2,benda-benda
3587,bilang2,bilang-bilang
3588,emangnya,memangnya
3589,rumpiin,rumpi
3590,hotak,botak
3591,ikut2,ikut-ikut
3592,jawabanny,jawabannya
3593,ajj,saja
3594,mikir2,memikir-mikir
3595,melihara,memelihara
3596,oooh,oh
3597,hidupx,hidupnya
3598,ngefans,fan
3599,lsg,langsung
3600,uztad,ustad
3601,anjingnyaa,anjingnya
3602,pegang2,pegang-pegang
3603,ilmh,ilmu
3604,menasehati,menasihati
3605,suka2,suka-suka
3606,kelus,kali
3607,hubngan,hubungan
3608,koclak,kocak
3609,bju,baju
3610,cinggirnyaaaa,cinggirnya
3611,yahhhh,ya
3612,miripppp,mirip
3613,sedikitlaahh,sedikitlah
3614,miriplahhhhhh,miriplah
3615,syediih,sedih
3616,mirp,mirip
3617,baju.a,bajunya
3618,wiiiihhhhhhhhh,wih
3619,gantheng,ganteng
3620,synk,sayang
3621,ngfans,fan
3622,miriiippp,mirip
3623,idungnya,hidungnya
3624,wooow,wow
3625,panglingg,pangling
3626,artisnyaa,artisnya
3627,dtggu,ditunggu
3628,trnyata,ternyata
3629,bgtttttttt,banget
3630,rapih,rapi
3631,buuun,bun
3632,iyaappps,iya
3633,sukse,sukses
3634,nih2,nih-nih
3635,baruu,baru
3636,kecptan,kecepatan
3637,rmbutnya,rambutnya
3638,giti,begitu
3639,penganten,pengantin
3640,wrn,warna
3641,ne,ini
3642,cantikkkkk,cantik
3643,fans,fan
3644,loksyut,lokasi syuting
3645,amfun,ampun
3646,k',kak
3647,asuuu,asu
3648,kuu,ku
3649,dsini,disini
3650,dibls,dibalas
3651,ceklist,ceklis
3652,terusss,terus
3653,tlvn,telepon
3654,trkrim,terkirim
3655,kelaluan,kelakuan
3656,guanteng,ganteng
3657,cucok,cocok
3658,c,sih
3659,gueee,gue
3660,semangatt,semangat
3661,haduh,aduh
3662,mlz,malas
3663,emak2,emak-emak
3664,tante2,tante-tante
3665,kepoh,kepo
3666,jalanin,menjalani
3667,repong,repot
3668,ngrusin,mengurusi
3669,iy,iya
3670,dnk,dong
3671,senyumna,senyumnya
3672,ngejelek2in,menjelek-jelekkan
3673,hotx,hotnya
3674,cwnya,ceweknya
3675,mbaaahhh,mbah
3676,pasangn,pasangan
3677,sttus,status
3678,aama,sama
3679,hadeuuhhhh,aduh
3680,lebar2,lebar-lebar
3681,sstu,sesuatu
3682,serasiii,serasi
3683,cocokx,cocoknya
3684,emakx,emaknya
3685,iniiiiiiiiiiiiiii,ini
3686,cocookk,cocok
3687,kll,kalo
3688,arghhh,ah
3689,ungkapin,ungkapkan
3690,merrid,merit
3691,neh,nih
3692,cocokkkkk,cocok
3693,yaolohh,ya allah
3694,aee,saja
3695,naggung,menanggung
3696,battt,banget
3697,am,sama
3698,tah,teh
3699,luthuna,lucunya
3700,astagaaa,astaga
3701,suaraynyaa,suaranya
3702,duanyaa,duanya
3703,anjayyyy,anjay
3704,coeggg,coeg
3705,ancur,hancur
3706,koplak,kocak
3707,uaaasssiiiik,asik
3708,boss,bos
3709,nyubit,mencubit
3710,dede,adek
3711,gemez,gemas
3712,tium,cium
3713,gemeeezzzz,gemas
3714,ppa,papa
3715,papahhhnya,papahnya
3716,duuuhh,duh
3717,ginting,ganteng
3718,bingiiittzz,banget
3719,iiihh,ih
3720,dedeknya,adeknya
3721,hadeeuh,aduh
3722,geneeee,begini
3723,yooow,ya
3724,gemezz,gemas
3725,gayax,gayanya
3726,infpyunnnn,ampun
3727,paraaah,parah
3728,papiii,papi
3729,kamunyaa,kamunya
3730,ngambek,mengambek
3731,haduuuh,aduh
3732,kapaan,kapan
3733,nginjek,menginjak
3734,putihnyaa,putihnya
3735,ituuuu,itu
3736,omaaaaaaakk,oma
3737,loncattt,loncat
3738,didatengin,didatangi
3739,abg,abang
3740,kmariiin,kemarin
3741,ayoklaa,ayolah
3742,jelasssss,jelas
3743,kaliiin,kalian
3744,ujunggg,ujung
3745,kaakaaaa,kakak
3746,srruu,seru
3747,kannn,kan
3748,jmpaaaa,jumpa
3749,yukkk,yuk
3750,haii,hai
3751,syukaaakkk,suka
3752,dengeeriin,dengarkan
3753,yakaliiiii,yakali
3754,atuhh,atuh
3755,ngertii,mengerti
3756,apalgi,apalagi
3757,akuh,aku
3758,mesrany,mesranya
3759,jendes,janda
3760,ngggk,tidak
3761,coccokk,cocok
3762,msa,masa
3763,jendesss,janda
3764,klepek2,klepek-klepek
3765,bngtttt,banget
3766,ponakn,ponakan
3767,tantee,tante
3768,gadiss,gadis
3769,tpy,tapi
3770,jnda,janda
3771,bngy,banget
3772,bujngn,bujangan
3773,ngp,mengapa
3774,padetan,padatan
3775,bawa2,bawa-bawa
3776,nyobain,mencoba
3777,pcaran,pacaran
3778,or,orang
3779,tdak,tidak
3780,prcuma,percuma
3781,langgengggg,langgeng
3782,sekaliiiii,sekali
3783,anehhh,aneh
3784,hayal,khayal
3785,bedua,berdua
3786,bapeerr,bawa perasaan
3787,keinget,teringat
3788,merekak,mereka
3789,kreeenn,keren
3790,abisss,habis
3791,kocaaaakkk,kocak
3792,abiiiss,habis
3793,pass,pas
3794,personill,personil
3795,lengkapp,lengkap
3796,ampuuun,ampun
3797,iiihhhh,ih
3798,flim.a,filmnya
3799,trusan.a,terusannya
3800,tdung,tudung
3801,gangguin,mengganggu
3802,lgkah2,langkah-langkah
3803,taw,tau
3804,cntiiikkk,cantik
3805,tegaar,tegar
3806,sktlrang,sekarang
3807,kangeeeennnnn,kangen
3808,sjk,sejak
3809,tambh,tambah
3810,nangiis,menangis
3811,nyaaaaaaaaa,nya
3812,bundaa,bunda
3813,duuhhhhh,duh
3814,gaada,enggak ada
3815,malsudnya,maksudnya
3816,lluuccuu,lucu
3817,siappa,siapa
3818,martabakk,martabak
3819,skali2,sekali-kali
3820,kueren2,keren-keren
3821,abgnya,abangnya
3822,warkop,warung kopi
3823,hayuu,hayo
3824,kenapaa,kenapa
3825,ilang2an,hilang-hilangan
3826,ayooook,ayo
3827,astagaaaaaaaa,astaga
3828,inihhh,ini
3829,oom,om
3830,mansetan,bermanset
3831,cadasss,cadas
3832,kereeeeennn,keren
3833,"temen""",teman-teman
3834,telefisi,televisi
3835,nikmatin,menikmati
3836,mantappp,mantap
3837,mbahh,mbah
3838,giitu,begitu
3839,mtanya,matanya
3840,cpit,sipit
3841,dee,dek
3842,sumvahh,sumpah
3843,tamvann,tampan
3844,yap,ya
3845,guaaaaaaa,gua
3846,capa,sapa
3847,ngakakkk,mengakak
3848,liaat,lihat
3849,gantweng,ganteng
3850,anjjjjjjjj,anjing
3851,gakwad,enggak kuat
3852,seru2,seru-seru
3853,iniii,ini
3854,favoriteeee,favorit
3855,adaa,ada
3856,dinyanyiin,dinyanyikan
3857,seruu,seru
3858,nyengir,menyengir
3859,temennya,temannya
3860,klk,kelak
3861,brjdh,berjodoh
3862,akhrt,akhirat
3863,kangennnnn,kangen
3864,kanggen,kangen
3865,kangennnnnnn,kangen
3866,ysh,ya
3867,sypa,siapa
3868,nangisss,menangis
3869,brjodoh,berjodoh
3870,kaliann,kalian
3871,barengg,bareng
3872,kpnpun,kapanpun
3873,mendj,menjadi
3874,allahhhh,allah
3875,merindinggg,merinding
3876,amiennnn,amien
3877,iihh,ih
3878,lhir,lahir
3879,udeh,sudah
3880,menjdi,menjadi
3881,debay,adek bayi
3882,bangeer,banget
3883,lafazd,lafaz
3884,pmbyran,pembayaran
3885,plsa,pulsa
3886,"dimana""",dimana-mana
3887,sokk,sok
3888,ngambekan,ambekan
3889,sma2,sama-sama
3890,ngom,mengomong
3891,toloollll,tolol
3892,bodhooo,bodoh
3893,peliharaaaa,pelihara
3894,makanyaa,makanya
3895,"ati""",hati-hati
3896,kemakan,termakan
3897,bodhoo,bodoh
3898,siihhh,sih
3899,andaaa,anda
3900,buktinyaaa,buktinya
3901,smuaaa,semua
3902,ngambeknya,mengambeknya
3903,kebongkar,terbongkar
3904,tapii,tapi
3905,kasiian,kasihan
3906,diladenin,diladeni
3907,comen,komen
3908,ngtif,negatif
3909,comntr,komentar
3910,kaliannn,kalian
3911,brdiri,berdiri
3912,mulutny,mulutnya
3913,msalah,masalah
3914,trserh,terserah
3915,waduuuuh,waduh
3916,ngedukung,mendukung
3917,dihpus,dihapus
3918,mrekaa,mereka
3919,cakeeeeppp,cakep
3920,benerr,benar
3921,"brg""",bareng-bareng
3922,baanget,banget
3923,anjaaaayyyyyy,anjay
3924,ngetsz,banget
3925,utkmu,untukmu
3926,anj,anjing
3927,merekaa,mereka
3928,kann,kan
3929,dieee,dia
3930,yaahh,ya
3931,hijap,hijab
3932,ternodain,ternodai
3933,ngeri2,ngeri-ngeri
3934,mn,mana
3935,kt2,kata-kata
3936,agk,agak
3937,slhkan,salahkan
3938,jilbabny,jilbabnya
3939,perilakuny,perilakunya
3940,ketaatanny,ketaatannya
3941,kepda,kepada
3942,sblmny,sebelumnya
3943,bljr,belajar
3944,pedulilaaaah,pedulilah
3945,ingetin,mengingatkan
3946,terjrumus,terjerumus
3947,stuju,setuju
3948,sbb,sebab
3949,igtlah,ingatlah
3950,dtgkan,datangkan
3951,benahin,membenahi
3952,ohhhh,oh
3953,yapp,ya
3954,jauhh,jauh
3955,bingitt,banget
3956,buka2an,buka-bukaan
3957,ngembali,kembali
3958,semngat,semangat
3959,lekong,laki
3960,kacauuuu,kacau
3961,ngimpi,mimpi
3962,owh,oh
3963,ngerampas,merampas
3964,ngehancurin,menghancurkan
3965,ngungkit2,mengungkit-ungkit
3966,kaleee,kali
3967,caranga,caranya
3968,usa,usah
3969,dipikirin,dipikirkan
3970,nunduk,menunduk
3971,tembemmm,tembem
3972,lucuuuuuuuuuu,lucu
3973,bundaaa,bunda
3974,nyubitt,mencubit
3975,jls2,jelas-jelas
3976,supeer,super
3977,inni,ini
3978,appa,apa
3979,hayooo,hayo
3980,adyem,adem
3981,mitnah,memfitnah
3982,cantiknyaaaaa,cantiknya
3983,tmbm,tembam
3984,cantix,cantik
3985,kriput,keriput
3986,jelex,jelek
3987,drmn,darimana
3988,"laku""",laku-laku
3989,"orang""nya",orang-orangnya
3990,kacian,kasihan
3991,cape,capek
3992,mancing2,memancing-mancing
3993,eeeeh,eh
3994,kpancing,terpancing
3995,lakuin,melakukan
3996,cri,cari
3997,sbenernya,sebenarnya
3998,mikirinnn,memikirkan
3999,"diam""",diam-diam
4000,mengalahkn,mengalahkan
4001,nyindirin,menyindir
4002,nee,ini
4003,klakuan,kelakuan
4004,mksdx,maksudnya
4005,shabat,sahabat
4006,jk,jika
4007,brbuat,berbuat
4008,mmberi,memberi
4009,nm,nama
4010,sbhabat,sahabat
4011,pnjerumus,penjerumus
4012,tman,teman
4013,shbat,sahabat
4014,melakukn,melakukan
4015,seorg,seorang
4016,berkluarga,berkeluarga
4017,siapa2,siapa-siapa
4018,ketipu,tertipu
4019,"laki""",laki-laki
4020,mengait2kan,mengait-ngaitkan
4021,nyir2,nyinyir
4022,gosipin,menggosipkan
4023,sendri,sendiri
4024,bntar,bentar
4025,duuuhhh,duh
4026,nmbk,menembak
4027,gakkk,tidak
4028,abiiiiisssss,habis
4029,tikung2,tikung-tikung
4030,cwok,cowok
4031,bangedd,banget
4032,wuastagah,astaga
4033,bedaaa,beda
4034,jaoooh,jauh
4035,mateeeeeeeeeeee,mati
4036,parsis,persis
4037,sumpeh,sumpah
4038,iyh,iya
4039,kmana,kemana
4040,cantiqs,cantik
4041,kecik,kecil
4042,brasa,berasa
4043,trlihat,terlihat
4044,mmberikan,memberikan
4045,khidupan,kehidupan
4046,srpti,seperti
4047,dinamakn,dinamakan
4048,sgtu,sebegitu
4049,paati,pasti
4050,kutuu,kutu
4051,setelur2nya,setelur-telurnya
4052,khadiran,kehadiran
4053,kel,keluarga
4054,srta,serta
4055,kcil,kecil
4056,kberkahn,keberkahan
4057,kbahagiaan,kebahagiaan
4058,tntram,tentram
4059,brsama,bersama
4060,hngga,hingga
4061,brpndapat,berpendapat
4062,trutama,terutama
4063,hiraukn,hiraukan
4064,diamkn,diamkan
4065,hrsny,harusny
4066,brsyukur,bersyukur
4067,mmberikn,memberikan
4068,rasakn,rasakan
4069,cari2,cari-cari
4070,kesalahanny,kesalahannya
4071,kekuranganny,kekurangannya
4072,seandainy,seandainya
4073,perasaanny,perasaannya
4074,diindonesis,diindonesia
4075,liyatnya,lihatnya
4076,kayahhh,kaya
4077,ala2,ala-ala
4078,yook,yuk
4079,yoookkkk,yuk
4080,siihh,sih
4081,elus2,elus-elus
4082,asliiiii,asli
4083,aduuhhhh,aduh
4084,belom,belum
4085,padahl,padahal
4086,btul,betul
4087,kejahatn,kejahatan
4088,slam,salam
4089,ngelewati,melewati
4090,kalu,kalau
4091,ngerendahin,merendahkan
4092,apaalahh,apalah
4093,tnp,tanpa
4094,menyebut2,menyebut-nyebut
4095,mnt,minta
4096,kiya,kita
4097,miriiiiip,mirip
4098,dirimuuu,dirimu
4099,yoiiu,yoi
4100,semuanyaaaa,semuanya
4101,suka.a,sukanya
4102,jdii,jadi
4103,blnja,belanja
4104,brangnya,barangnya
4105,ada2,ada-ada
4106,nimpuk,menimpuk
4107,abiss,habis
4108,prlu,perlu
4109,coyyy,coy
4110,suaranyaa,suaranya
4111,jnagn,jangan
4112,kcwa,kecewa
4113,jaman2,jaman-jaman
4114,sok2an,sok-sokan
4115,dket2in,dekat-dekati
4116,cobak,coba
4117,britanya,beritanya
4118,tau2,tau-tau
4119,mahh,mah
4120,jamam,jaman
4121,paraa,para
4122,seharusny,seharusnya
4123,dasaar,dasar
4124,bergunaa,berguna
4125,mulutnyaaa,mulutnya
4126,blkng,belakang
4127,kcewa,kecewa
4128,mnusuk,menusuk
4129,blkang,belakang
4130,nembak,menembak
4131,trmanis,termanis
4132,krng,kurang
4133,kaciiaann,kasihan
4134,nyela,mencela
4135,ngejilat,menjilat
4136,hallooo,halo
4137,deketin,dekati
4138,tayik,tahi
4139,halooo,halo
4140,ustzah,ustazah
4141,halow,halo
4142,poooolllll,pol
4143,tahannn,tahan
4144,aduuh,aduh
4145,nyimpen,menyimpan
4146,ngarsipin,mengarsipkan
4147,cman,cuman
4148,gituuuuu,begitu
4149,kyy,kaya
4150,kngn,kangen
4151,kq,kok
4152,nyesek,menyesak
4153,rinduuuuuuu,rindu
4154,b2,berdua
4155,kangeeeennn,kangen
4156,mg,moga
4157,aamiiiiinnn,amin
4158,gemezzzz,gemas
4159,kangennnnnn,kangen
4160,prh,parah
4161,bakattt,bakat
4162,napsuu,napsu
4163,gmau,enggak mau
4164,luccu,lucu
4165,prasaan,perasaan
4166,lahirr,lahir
4167,setujuuuu,setuju
4168,sering2,sering-sering
4169,ceemen,cemen
4170,"sembunyi""""",sembunyi-sembunyi
4171,skrnh,sekarang
4172,cerdiik,cerdik
4173,jeniuss,jenius
4174,kurangin,kurangi
4175,kreen,keren
4176,s'lalu,selalu
4177,mauuuuuu,mau
4178,mintk,minta
4179,nyolong,mencolong
4180,pnjng,panjang
4181,slaluuuuu,selalu
4182,kanggggg,kang
4183,rezeqinya,rezekinya
4184,pintr,pintar
4185,dekk,dek
4186,maw,mau
4187,kura2,kura-kura
4188,edaaann,edan
4189,nempel,menempel
4190,hatiiii,hati
4191,sukkaa,suka
4192,luuuucuuu,lucu
4193,caantiiik,cantik
4194,luucuuu,lucu
4195,putihh,putih
4196,"terus""an",terus-terusan
4197,siiih,sih
4198,ternyataa,ternyata
4199,pollll,pol
4200,sekaliiii,sekali
4201,peduliin,mempedulikan
4202,komntr,komentar
4203,smngat,semangat
4204,dosax,dosanya
4205,pahalax,pahalanya
4206,akhirt,akhirat
4207,tinggalkn,tinggalkan
4208,rumh,rumah
4209,mk,maka
4210,trhtung,terhitung
4211,naaaa,nya
4212,ademmm,adem
4213,cerdass,cerdas
4214,tambahh,tambah
4215,polll,pol
4216,didengerin,didengarkan
4217,mantapppppp,mantap
4218,ngerespon,merespons
4219,dulurrr,dulur
4220,brusaha,berusaha
4221,lebh,lebih
4222,amin2,amin-amin
4223,positippp,positif
4224,jauuhhh,jauh
4225,brhjb,berhijab
4226,mdh2n,mudah-mudahan
4227,slmnya,salamnya
4228,jlbb,jilbab
4229,dempga,semoga
4230,selmnya,selamanya
4231,tth,teteh
4232,otot2,otot-otot
4233,lengkeeett,lengket
4234,caaannnttiikkk,cantik
4235,trusss,terus
4236,ademm,adem
4237,apalagiii,apalagi
4238,passs,pas
4239,beginii,begini
4240,satuu,satu
4241,cuantek,cantik
4242,akuuuur,akur
4243,iniehh,ini
4244,sayangx,sayangnya
4245,jodohx,jodohnya
4246,kaliaan,kalian
4247,haslnya,hasilnya
4248,kencng,kencang
4249,pmbantu,pembantu
4250,kmbl,kembali
4251,cuchook,cocok
4252,kloop,klop
4253,sempurnaa,sempurna
4254,klihatan,kelihatan
4255,cintax,cintanya
4256,pnuh,penuh
4257,ngrti,mengerti
4258,"mudah""an",mudah-mudahan
4259,"segala""ny",segala-galanya
4260,mantanny,mantannya
4261,jodohny,jodohnya
4262,cantk,cantik
4263,ituuu,itu
4264,kaasian,kasihan
4265,padhl,padahal
4266,"ank""",anak-anak
4267,pkrin,pikirkan
4268,anakx,anaknya
4269,sia2kan,sia-siakan
4270,naaahhh,nah
4271,beluumm,belum
4272,sayangggq,sayangku
4273,kreean,keren
4274,ciiieee,cie
4275,cieee,cie
4276,cieeee,cie
4277,berenanh,berenang
4278,pacarr,pacar
4279,bingitss,banget
4280,besokkk,besok
4281,annnnjjjjjjrrrr,anjir
4282,ngeliatin,melihati
4283,ngumbar2,mengumbar-umbar
4284,romantiss,romantis
4285,cocook,cocok
4286,lucuuuuuuuu,lucu
4287,kaaaaaann,kan
4288,nyaaaaaaa,nya
4289,lgs,langsung
4290,yaang,yang
4291,bangedt,banget
4292,gde,gede
4293,lutunaaa,lucunya
4294,bikinnn,bikin
4295,keee,ke
4296,bungkuuussss,bungkus
4297,lucux,lucunya
4298,bntr,bentar
4299,buanyaaak,banyak
4300,aaamiiinnn,amin
4301,aaamiiin,amin
4302,ntap,mantap
4303,abgnyaah,abangnya
4304,mungkiin,mungkin
4305,akuhh,aku
4306,manteb,mantap
4307,hiduupppp,hidup
4308,tebel,tebal
4309,nganggepin,menanggapi
4310,"mentang""",mentang-mentang
4311,najiss,najis
4312,perjabatt,pejabat
4313,makany,makanya
4314,benneeeeeerr,benar
4315,krjaan,pekerjaan
4316,kdng,kadang
4317,kdang,kadang
4318,knan,kanan
4319,anak'y,anaknya
4320,trknal,terkenal
4321,"gtu""",begitu-gitu
4322,klok,kalo
4323,aamiiiinnnnn,amin
4324,pengennnn,pengin
4325,guw,gue
4326,siiiiiiippppppppp,sip
4327,selaloe,selalu
4328,donggg,dong
4329,beruntungnyaaaa,beruntungnya
4330,soal'y,soalnya
4331,prhatian,perhatian
4332,hebaat,hebat
4333,ampunn,ampun
4334,gueeeee,gue
4335,liatt,lihat
4336,gehh,gih
4337,ankknyaaa,anaknya
4338,centilnyaaaaaa,centilnya
4339,gemesshzzzzhzzhzhzhsjssjs,gemas
4340,ngacaaa,mengaca
4341,diaaa,dia
4342,jirr,anjir
4343,kayaa,kaya
4344,cempreeng,cempreng
4345,centillll,centil
4346,pcran,pacaran
4347,anedh,banget
4348,ampyunnnn,ampun
4349,boro2,boro-boro
4350,nyta,nyata
4351,kampungn,kampungan
4352,j,saja
4353,mnghina,menghina
4354,ngolokin,mengolok
4355,blum,belum
4356,"syirik""",syirik-syirik
4357,than,tahan
4358,dsr,dasar
4359,siriik,sirik
4360,mampuuu,mampu
4361,khan,kan
4362,aduuhh,aduh
4363,cemburuu,cemburu
4364,bingitzzzz,banget
4365,tlog,tolong
4366,apasihhh,apasih
4367,sirikk,sirik
4368,dbnding,dibanding
4369,nrka,neraka
4370,s3ndiri,sendiri
4371,bhgiain,membahagiakan
4372,kdua,kedua
4373,prcya,percaya
4374,bhagaia,bahagia
4375,cuco,cocok
4376,genittt,genit
4377,kx,kak
4378,mlikk,milik
4379,"mentah""",mentah-mentah
4380,canci,cantik
4381,aneed,banget
4382,gimanaa,bagaimana
4383,lainnn,lain
4384,pentingg,penting
4385,bagaimanaaa,bagaimana
4386,krudung,kerudung
4387,enakkkkk,enak
4388,poool,pol
4389,jirrrr,anjir
4390,oprasiya,operasinya
4391,uwee,gue
4392,pilihannny,pilihannya
4393,itumahh,itumah
4394,muuuu,mu
4395,uuhhh,uh
4396,berbakiti,berbakti
4397,alhamd,alhamdulillah
4398,slmttt,selamat
4399,ucapin,mengucapkan
4400,tetp,tetap
4401,ditengah2,ditengah-tengah
4402,semuanyaa,semuanya
4403,semuannyaaa,semuanya
4404,aminn2,amin-amin
4405,abs,habis
4406,kebnyak'an,kebanyakan
4407,melahirin,melahirkan
4408,aduuuh,aduh
4409,cakeep,cakep
4410,lhooo,loh
4411,kamuuuu,kamu
4412,bagi2,bagi-bagi
4413,gimn,bagaimana
4414,smogaaa,semoga
4415,biza,bisa
4416,aamien,amien
4417,lngsing,langsing
4418,wowoooww,wow
4419,smulla,semula
4420,pdhall,padahal
4421,blln,bulan
4422,senang2,senang-senang
4423,jh,saja
4424,kereeennnn,keren
4425,gilakkk,gila
4426,gtu2,begitu-gitu
4427,cpet,cepat
4428,gataunya,enggak taunya
4429,gtau,enggak tau
4430,fans2,fan-fan
4431,gaharus,enggak harus
